,Issuer Name,Security Id,Security Name,Industry,Sector Name,Industry,Igroup Name,Sector,,Index
,Kachchh Minerals Ltd.,KACHCHH,KACHCHH MINERALS LTD.,Industrial Minerals,Commodities,Metals & Mining,Minerals & Mining,Industrial Minerals,,
,Padmanabh Alloys & Polymers Ltd.,PADALPO,PADMANABH ALLOYS & POLYMERS LTD.,Plastic Products - Industrial,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial,,
,Kaiser Corporation Limited,KACL,Kaiser Corporation Limited,Trading & Distributors,Services,Services,Commercial Services & Supplies,Trading & Distributors,,
,KCL Infra Projects Limited,KCLINFRA,KCL Infra Projects Ltd,Civil Construction,Industrials,Construction,Construction,Civil Construction,,
,Atul Auto Limited,ATULAUTO,ATUL AUTO LTD.-$,Commercial Vehicles,Industrials,Capital Goods,"Agricultural, Commercial & Construction Vehicles",Commercial Vehicles,,
,Scan Projects Ltd,SCANPRO,SCAN PROJECTS LTD.,Cement & Cement Products,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,,
,Prerna Infrabuild Limited,PRERINFRA,PRERNA INFRABUILD LTD.,Residential- Commercial Projects,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",,
,Metal Coatings (India) Ltd.,METALCO,METAL COATINGS (INDIA) LTD.,Iron & Steel Products,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,,
,SGN Telecoms Ltd.,SGNTE,SGN TELECOMS LTD.,Other Electrical Equipment,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment,,
,Ganga Papers India Ltd,GANGAPA,GANGA PAPERS INDIA LTD.,Paper & Paper Products,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products,,
,Tirupati Sarjan Ltd.,TIRSARJ,TIRUPATI SARJAN LTD.,Residential- Commercial Projects,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",,
,Nuway Organic Naturals (India) Ltd.,NUWAY,NUWAY ORGANIC NATURALS INDIA LTD.,Trading & Distributors,Services,Services,Commercial Services & Supplies,Trading & Distributors,,
,Munoth Financial Services Ltd.,MUNOTHFI,MUNOTH FINANCIAL SERVICES LTD.,Other Financial Services,Financial Services,Financial Services,Finance,Other Financial Services,,
,Rodium Realty Limited,RODIUM,Rodium Realty Limited,Residential- Commercial Projects,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",,
,Nagarjuna Agritech Ltd.,NAGTECH,NAGARJUNA AGRI TECH LTD.,Other Agricultural Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,,
,Natura Hue Chem Ltd.,NATHUEC,NATURA HUE CHEM LTD.,Other Agricultural Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,,
,Lahoti Overseas Ltd.,LAHOTIOV,LAHOTI OVERSEAS LTD.-$,Trading & Distributors,Services,Services,Commercial Services & Supplies,Trading & Distributors,,
,ZENITH STEEL PIPES AND INDUSTRIES LIMITED,ZENITHSTL,Zenith Steel Pipes & Industries Ltd-$,Iron & Steel Products,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,,
,Trinity League India Limited,TRINITYLEA,TRINITY LEAGUE INDIA LTD.,Other Financial Services,Financial Services,Financial Services,Finance,Other Financial Services,,
,Asian Star Co. Ltd.,ASTAR,ASIAN STAR CO.LTD.-$,Gems- Jewellery And Watches,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches",,
,ORIENTAL RAIL INFRASTRUCTURE LIMITED,ORIRAIL,Oriental Rail Infrastructure Ltd,Other Industrial Products,Industrials,Capital Goods,Industrial Products,Other Industrial Products,,
,Joindre Capital Services Ltd.,JOINDRE,JOINDRE CAPITAL SERVICES LTD.,Stockbroking & Allied,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied,,
,Bharat Agri Fert and Realty Ltd,BHARATAGRI,BHARAT AGRI FERT & REALTY LTD.,Fertilizers,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers,,
,Unitech International Ltd,UNITINT,UNITECH INTERNATIONAL LTD.,Specialty Chemicals,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,,
,Sacheta Metals Ltd.,SACHEMT,SACHETA METALS LTD.,Aluminium,Commodities,Metals & Mining,Non - Ferrous Metals,Aluminium,,
,Anjani Finance Ltd,ANJANIFIN,ANJANI FINANCE LTD.,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),,
,Gujarat Metallic Coal & Coke Ltd,GMETCOAL,GUJARAT METALLIC COAL & COKE LTD.-$,Trading & Distributors,Services,Services,Commercial Services & Supplies,Trading & Distributors,,
,SVA India Ltd,SVAINDIA,SVA INDIA LTD.,Trading & Distributors,Services,Services,Commercial Services & Supplies,Trading & Distributors,,
,Rahul Merchandising ltd.,RAHME,RAHUL MERCHANDISING LTD.,Gems- Jewellery And Watches,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches",,
,Rexnord Electronics & Controls Ltd.,REXNORD,REXNORD ELECTRONICS & CONTROLS LTD.,Industrial Products,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,,
,Integrated Technologies Ltd.,INTECH,INTEGRATED TECHNOLOGIES LTD.,Computers Hardware & Equipments,Information Technology,Information Technology,IT - Hardware,Computers Hardware & Equipments,,
,Khandwala Securities Ltd.,KHANDSE,KHANDWALA SECURITIES LTD.,Stockbroking & Allied,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied,,
,Sawaca Business Machines Ltd.,SAWABUSI,SAWACA BUSINESS MACHINES LTD.,Diversified Commercial Services,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,,
,CCL International Ltd,CCLINTER,CCL INTERNATIONAL LTD.,Civil Construction,Industrials,Construction,Construction,Civil Construction,,
,Gallops Enterprise Limited,GALLOPENT,GALLOPS ENTERPRISE LTD.,Residential- Commercial Projects,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",,
,CROISSANCE LIMITED,CROISSANCE,Croissance Ltd,Residential- Commercial Projects,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",,
,Madhuveer Com 18 Network Limited,MADHUVEER,Madhuveer Com 18 Network Ltd,Film Production- Distribution & Exhibition,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition",,
,Galaxy Agrico Exports Ltd.,GALAGEX,GALAXY AGRICO EXPORTS LTD.,Industrial Products,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,,
,Gopal Iron & Steels Co.(Gujarat) Lt,GOPAIST,GOPAL IRON & STEELS CO.(GUJARAT) LTD.,Iron & Steel Products,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,,
,Hindustan Appliances Ltd,HINDAPL,HINDUSTAN APPLIANCES LTD.,Trading & Distributors,Services,Services,Commercial Services & Supplies,Trading & Distributors,,
,Agarwal Industrial Corporation Limited,AGARIND,AGARWAL INDUSTRIAL CORPORATION LTD.,Petrochemicals,Commodities,Chemicals,Chemicals & Petrochemicals,Petrochemicals,,
,Dhampure Speciality Sugars Ltd.,DHAMPURE,DHAMPURE SPECIALITY SUGARS LTD.,Sugar,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar,,
,Shantanu Sheorey Aquakult ltd.,SHAQUAK,SHANTANU SHEOREY AQUAKULT LTD.,Packaged Foods,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods,,
,Innocorp Limited,INNOCORP,INNOCORP LTD.,Plastic Products - Industrial,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial,,
,Sarthak Industries Ltd.,SARTHAKIND,SARTHAK INDUSTRIES LTD.,Trading & Distributors,Services,Services,Commercial Services & Supplies,Trading & Distributors,,
,Sai Capital Ltd.,SAICAPI,SAI CAPITAL LTD.,Diversified Commercial Services,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,,
,Chadha Papers Ltd.,CHADPAP,CHADHA PAPERS LTD.,Paper & Paper Products,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products,,
,Vertex Securities Ltd.,VERTEX,VERTEX SECURITIES LTD.,Other Financial Services,Financial Services,Financial Services,Finance,Other Financial Services,,
,Riba Textiles Ltd.,RIBATEX,RIBA TEXTILES LTD.,Other Textile Products,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,,
,Newtime Infrastructure Limited,NEWINFRA,Newtime Infrastructure Limited,Trading & Distributors,Services,Services,Commercial Services & Supplies,Trading & Distributors,,
,Kashyap Tele-Medicines Limited,KASHYAP,Kashyap Tele-Medicines Ltd,IT Enabled Services,Information Technology,Information Technology,IT - Services,IT Enabled Services,,
,Shree Metalloys Limited,SHREMETAL,SHREE METALLOYS LTD.,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),,
,IITL PROJECTS LIMITED,IITLPROJ,IITL PROJECTS LIMITED,Residential- Commercial Projects,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",,
,Hari Govind International Ltd.,HARIGOV,HARI GOVIND INTERNATIONAL LTD.,Other Textile Products,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,,
,Chartered Logistics Ltd,CHLOGIST,CHARTERED LOGISTICS LTD.,Logistics Solution Provider,Services,Services,Transport Services,Logistics Solution Provider,,
,Ambika Cotton Mills Ltd.,AMBIKCO,AMBIKA COTTON MILLS LTD.,Other Textile Products,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,,
,HIND ALUMINIUM INDUSTRIES LTD.,HINDALUMI,HIND ALUMINIUM INDUSTRIES LTD.-$,Aluminium,Commodities,Metals & Mining,Non - Ferrous Metals,Aluminium,,
,Spectrum Foods Limited,SPECFOOD,SPECTRUM FOODS LTD.,Other Food Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Other Food Products,,
,Amraworld Agrico Ltd.,AMRAAGRI,AMRAWORLD AGRICO LTD.,Other Textile Products,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,,
,Auto Pins (India) Ltd.,AUTOPINS,AUTO PINS (INDIA) LTD.,Auto Components & Equipments,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,,
,Odyssey Corporation Ltd.,ODYCORP,ODYSSEY CORPORATION LTD.,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),,
,Good Value Irrigation Ltd.,GOVAI,GOOD VALUE IRRIGATION LTD.,Industrial Products,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,,
,Inducto Steels ltd.,INDCTST,INDUCTO STEEL LTD.,Iron & Steel Products,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,,
,Sam Industries Ltd.,SAMINDUS,SAM INDUSTRIES LTD.,Investment Company,Financial Services,Financial Services,Finance,Investment Company,,
,Shree Vatsaa Finance & Leasing Ltd.,SHVFL,SHREEVATSAA FINANCE & LEASING LTD.,Diversified Commercial Services,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,,
,Pooja Entertainment and Films Ltd.,POOJAENT,POOJA ENTERTAINMENT AND FILMS LTD.,Film Production- Distribution & Exhibition,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition",,
,Gravity (India) Ltd.,GRAVITY,GRAVITY (INDIA) LTD.-$,Other Textile Products,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,,
,ESPIRE HOSPITALITY LIMITED,ESPIRE,Espire Hospitality Limited,Residential- Commercial Projects,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",,
,LCC Infotech Ltd.,LCCINFOTEC,LCC INFOTECH LTD.,Education,Consumer Discretionary,Consumer Services,Other Consumer Services,Education,,
,Filatex Fashions Ltd,FILATFASH,FILATEX FASHIONS LTD.,Other Textile Products,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,,
,R.B.Gupta Financials Ltd.,RBGUPTA,R.B.GUPTA FINANCIALS LTD.,Other Financial Services,Financial Services,Financial Services,Finance,Other Financial Services,,
,Sindhu Trade Links Limited,SINDHUTRAD,Sindhu Trade Links Limited,Diversified Commercial Services,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,,
,Unistar Multimedia Ltd,UNISTRMU,UNISTAR MULTIMEDIA LTD.,Media & Entertainment,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,Media & Entertainment,,
,Zenotech Laboratories Limited,ZENOTECH,ZENOTECH LABORATORIES LTD.,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,,
,Frontline Corporation Limited,FRONTCORP,FRONTLINE CORPORATION LTD.,Road Transport,Services,Services,Transport Services,Road Transport,,
,Swelect Energy Systems Limited,SWELECTES,Swelect Energy Systems Limited-$,Heavy Electrical Equipment,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,,
,Wallfort Financial Services Ltd.,WALLFORT,WALLFORT FINANCIAL SERVICES LTD.,Stockbroking & Allied,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied,,
,KDDL Ltd,KDDL,KDDL LTD.-$,Gems- Jewellery And Watches,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches",,
,Adinath Exim Resources Ltd.,ADIEXRE,ADINATH EXIM RESOURCES LTD.,Investment Company,Financial Services,Financial Services,Finance,Investment Company,,
,Abhinav Capital Services Limited,ABHICAP,ABHINAV CAPITAL SERVICES LTD.,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),,
,Kilpest India Ltd.,KILPEST,KILPEST INDIA LTD.,Pesticides & Agrochemicals,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,,
,Sumuka Agro Industries Limited,SUMUKA,Sumuka Agro Industries Ltd,Packaged Foods,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods,,
,Shri Kalyan Holdings Ltd.,SHKALYN,SHRI KALYAN HOLDINGS LTD.,Diversified Commercial Services,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,,
,Vandana Knitwear Limited,VANDANA,VANDANA KNITWEAR LTD.,Other Textile Products,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,,
,Sagar Productions Limited,SAGARPROD,Sagar Productions Limited,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),,
,Indo-City Infotech Ltd.,INDOCITY,INDO-CITY INFOTECH LTD.-$,Software Products,Information Technology,Information Technology,IT - Software,Software Products,,
,SBEC Sugar Ltd.,SBECSUG,SBEC SUGAR LTD.,Sugar,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar,,
,Mega Fin (India) Ltd.,MEGFI,MEGA FIN (INDIA) LTD.,Diversified Commercial Services,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,,
,Brijlaxmi Leasing & Finance ltd.,BRIJLEAS,BRIJLAXMI LEASING & FINANCE LTD.,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),,
,BSEL Infrastructure Realty Ltd.,BSELINFRA,BSEL INFRASTRUCTURE REALTY LTD.,Residential- Commercial Projects,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",,
,Reliable Ventures India Ltd,RELIABVEN,RELIABLE VENTURES INDIA LTD.,Hotels & Resorts,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts,,
,Bank Of Baroda,BANKBARODA,BANK OF BARODA,Public Sector Bank,Financial Services,Financial Services,Banks,Public Sector Bank,,
,SMC Credits ltd.,SMCREDT,SMC CREDITS LTD.,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),,
,Mohite Industries Limited,MOHITE,Mohite Industries Ltd,Other Textile Products,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,,
,SKM Egg Products Exports (India) Lt,SKMEGGPROD,SKM EGG PRODUCTS EXPORT (INDIA) LTD.,Meat Products including Poultry,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Meat Products including Poultry,,
,Welspun Corp Limited,WELCORP,Welspun Corp Limited,Iron & Steel Products,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,,
,H.S.India Ltd.,HOTLSILV,H.S.INDIA LTD.,Hotels & Resorts,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts,,
,Bank of India,BANKINDIA,BANK OF INDIA,Public Sector Bank,Financial Services,Financial Services,Banks,Public Sector Bank,,
,Indraprastha Medical Corporation Lt,INDRAMEDCO,INDRAPRASTHA MEDICAL CORP.LTD.,Hospital,Healthcare,Healthcare,Healthcare Services,Hospital,,
,JOHNSON PHARMACARE LIMITED,JOHNPHARMA,Johnson Pharmacare Ltd,Diversified Commercial Services,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,,
,Gail (India) Ltd.,GAIL,GAIL (INDIA) LTD.,Gas Transmission/Marketing,Energy,"Oil, Gas & Consumable Fuels",Gas,Gas Transmission/Marketing,,
,Vaibhav Global Ltd,VAIBHAVGBL,Vaibhav Global Ltd,Gems- Jewellery And Watches,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches",,
,TRESCON LIMITED,TRESCON,Trescon Ltd,Residential- Commercial Projects,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",,
,Gujarat State Financial corporation,GUJSTATFIN,Gujarat State Financial Corporation,Financial Institution,Financial Services,Financial Services,Finance,Financial Institution,,
,JK Paper Ltd.,JKPAPER,JK PAPER LTD.,Paper & Paper Products,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products,,
,Saregama India Ltd.,SAREGAMA,SAREGAMA INDIA LTD.,Media & Entertainment,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,Media & Entertainment,,
,Minolta Finance Ltd.,MINOLTAF,MINOLTA FINANCE LTD.,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),,
,Omkar Pharmachem Ltd.,OMKARPH,OMKAR PHARMACHEM LTD.,Commodity Chemicals,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,,
